id,sex,race,age,marital_status,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,c_custody_in_days,c_charges,c_charge_degrees,r_custody_in_days,r_charges,r_charge_degrees,h_prison,h_jail,rec_supervision_level,raw_v,score_v_txt,dec_v,raw_r,score_r_txt,dec_r,raw_a,score_a_txt,dec_a
1,Female,African-American,32,Single,0,0,0,4,0,0,1.0,"Dealing in Stolen Property,False Ownership Info/Pawn Item","(F2),(F3)",,,,,1.0,1,-2.88,Low,2,-1.24,Low,3,17,Low,2
1,Male,Caucasian,54,Single,0,0,0,3,1,0,49.0,Prostitution/Lewd Act Assignation,(M2),,Theft/To Deprive,(M1),,7.0,1,-3.78,Low,1,-2.18,Low,1,15,Low,1
1,Male,Caucasian,47,Married,0,0,0,4,1,0,47.0,"Driving License Suspended,Speed Posted Municip/State Rd-Driver","(M2),(0)",,"Driving License Suspended,Fail To Stop Steady Red Signal","(M2),(0)",,18.0,1,-3.54,Low,1,-2.03,Low,1,18,Low,3
1,Male,African-American,25,Single,0,2,0,2,0,0,1.0,Pos Cannabis W/Intent Sel/Del,(F3),,,,,1.0,2,-2.15,Low,4,-0.07,Medium,7,17,Low,2
1,Male,Caucasian,37,Single,0,0,0,2,0,0,42.0,Burglary Structure Unoccup,(F3),,,,,42.0,1,-2.96,Low,1,-1.42,Low,1,26,Medium,7
1,Male,Caucasian,51,Divorced,0,0,0,1,0,0,20.0,"Aggrav Stalking After Injunctn,Aggrav Stalking After Injunctn","(F3),(F3)",,,,843.0,20.0,1,-3.41,Low,1,-1.9,Low,1,18,Low,3
1,Male,African-American,40,Significant Other,0,0,0,0,0,0,,Agg Battery Grt/Bod/Harm,(F2),,,,,,1,-3.47,Low,1,-1.79,Low,1,16,Low,2
1,Female,African-American,23,Single,0,0,0,0,0,0,3.0,Aggrav Battery w/Deadly Weapon,(F2),,,,,3.0,3,-1.44,Medium,7,0,High,8,20,Low,4
1,Male,Caucasian,56,Significant Other,0,0,0,4,1,1,106.0,Battery,(M1),77.0,"Resist Officer w/Violence,Trespass Struct/Convey Occupy,Battery on Law Enforc Officer,Resist/Obstruct W/O Violence,Disorderly Conduct","(F3),(M1),(F3),(M1),(M2)",,106.0,1,-3.5,Low,1,-0.69,Low,4,24,Medium,6
1,Male,African-American,23,Single,0,0,0,1,1,0,10.0,Grand Theft in the 3rd Degree,(F3),31.0,Grand Theft in the 3rd Degree,(F3),,7.0,2,-1.81,Medium,5,-0.18,Medium,6,14,Low,1
1,Male,African-American,23,Single,0,0,0,0,0,0,1.0,Grand Theft in the 3rd Degree,(F3),,,,,34.0,3,-1.89,Medium,5,0.25,High,8,24,Medium,6
1,Female,Hispanic,26,Married,0,0,0,2,1,0,1.0,"Aggrav Battery w/Deadly Weapon,Resist/Obstruct W/O Violence,Criminal Mischief","(M1),(M1),(M2)",,"Driving License Suspended,Fail To Use Due Care","(M2),(0)",,1.0,1,-2.67,Low,2,-1.47,Low,2,16,Low,2
1,Male,Caucasian,22,Single,0,1,0,2,0,0,1.0,"Felony Battery (Dom Strang),Battery","(F3),(M1)",,,,,1.0,1,-2.04,Low,4,-1.12,Low,2,15,Low,1
1,Male,Other,47,Single,0,0,0,0,0,0,23.0,"Felony Driving While Lic Suspd,Expired Tag/Infraction","(F3),(0)",,,,,23.0,1,-3.58,Low,1,-1.7,Low,1,13,Low,1
1,Male,Caucasian,58,Divorced,0,0,0,1,0,0,1.0,Deliver Cocaine,(F2),,,,,1.0,1,-4.07,Low,1,-2.44,Low,1,14,Low,1
1,Male,African-American,22,Single,0,0,1,2,1,0,227.0,Attempted Burg/Convey/Unocc,(F3),9.0,Prowling/Loitering,(M2),,227.0,2,-1.26,Medium,7,-0.08,Medium,7,13,Low,1
1,Male,Caucasian,25,Single,0,0,0,2,0,0,1.0,Battery,(M1),,,,,1.0,2,-1.71,Medium,6,-0.24,Medium,6,13,Low,1
1,Male,African-American,33,Single,0,0,0,8,0,0,1.0,"Driving While License Revoked,Pers/Inj/Prot/Ins Require,Speed Posted Municip/State Rd-Driver,Fail Wear Safety Belt/Operator,Fail To Display Registration","(F3),(0),(0),(0),(0)",,,,,1.0,1,-2.57,Low,2,-0.81,Low,3,19,Low,3
1,Male,Caucasian,23,Single,0,0,0,2,1,0,1.0,Battery,(M1),,"Possess Cannabis/20 Grams Or Less,Opert With Susp DL 2nd Offens,Tail Lights None/Improper","(M1),(M1),(0)",,1.0,2,-1.84,Medium,5,-0.31,Medium,6,17,Low,2
1,Male,African-American,23,Single,0,0,0,1,0,0,1.0,Grand Theft in the 3rd Degree,(F3),,,,,1.0,3,-1.65,Medium,6,0.46,High,9,15,Low,1
1,Male,African-American,38,Single,2,0,1,17,1,0,133.0,"Burglary Structure Unoccup,Burglary Conveyance Unoccup,Burglary Conveyance Unoccup,Burglary Conveyance Unoccup","(F3),(F3),(F3),(F3)",,Grand Theft (Motor Vehicle),(F3),696.0,133.0,3,-1.79,Medium,5,0.62,High,10,19,Low,3
1,Female,African-American,57,Single,0,0,0,4,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.56,Low,1,-1.63,Low,2,18,Low,3
1,Male,Caucasian,30,Significant Other,0,0,0,2,1,0,2.0,Battery,(M1),,"Operating W/O Valid License,Expired Tag/Infraction","(M2),(0)",,2.0,1,-2.58,Low,2,-1.16,Low,2,18,Low,3
1,Male,African-American,33,Significant Other,0,0,0,1,0,0,1.0,Battery,(M1),,,,413.0,1.0,1,-2.7,Low,2,-0.39,Medium,5,19,Low,3
1,Female,Native American,23,Single,0,1,1,2,1,1,2.0,"Burglary Dwelling Assault/Batt,Agg Battery Grt/Bod/Harm","(M1),(F2)",1.0,Burglary Conveyance Unoccup,(F3),,1.0,1,-1.88,Medium,5,-0.93,Low,4,11,Low,1
1,Male,African-American,31,Single,0,0,0,2,0,0,1.0,"Possession of Hydrocodone,Tampering With Physical Evidence,Oper Veh Unsafe/Improp Equip","(F3),(F3),(0)",,,,481.0,1.0,2,-2.3,Low,3,-0.25,Medium,6,21,Low,4
1,Male,Caucasian,53,Married,0,0,0,1,1,0,4.0,Possession of Cocaine,(F3),65.0,"Possession of Cocaine,Disobey/Ran Stop Sign","(F3),(0)",,4.0,1,-2.21,Low,4,-0.37,Medium,5,19,Low,3
1,Male,African-American,22,Single,0,0,0,0,0,0,118.0,"Grand Theft (Motor Vehicle),Resist/Obstruct W/O Violence","(F3),(M1)",,,,,78.0,3,-1.29,Medium,7,0.61,High,9,30,High,8
1,Female,African-American,25,Single,0,0,0,0,0,0,1.0,"Aggrav Battery w/Deadly Weapon,Burglary Dwelling Occupied,Battery,Criminal Mischief Damage <$200","(F2),(F2),(M1),(M2)",,,,,1.0,1,-2.05,Low,4,-1.17,Low,3,12,Low,1
1,Male,African-American,28,Single,0,0,0,6,0,0,2.0,"Att Murder 2d Degree W/weapon,Felon in Pos of Firearm or Amm,Felon in Pos of Firearm or Amm","(F1),(F2),(F2)",,,,240.0,2.0,4,-0.59,High,10,0.52,High,9,27,Medium,7
1,Male,African-American,60,Single,0,0,0,0,-1,0,,,,,,,,,1,-2.41,Low,3,-0.54,Low,4,23,Medium,5
1,Male,Caucasian,23,Single,0,0,0,0,0,0,2.0,"Resist/Obstruct W/O Violence,Battery","(M1),(M1)",,,,,2.0,1,-1.88,Medium,5,-0.51,Medium,5,19,Low,3
1,Male,African-American,59,Single,0,0,0,10,1,0,146.0,Felony Battery w/Prior Convict,(F3),57.0,Petit Theft,(M2),219.0,57.0,1,-2.34,Low,3,-0.53,Low,4,20,Low,3
1,Male,African-American,38,Single,0,0,0,7,1,0,,"Possession of Cocaine,Resist/Obstruct W/O Violence","(F3),(M1)",,"Operating W/O Valid License,License Not Carried Exhibited,Expired Temp Tag 7 Day Or Less","(M2),(0),(0)",,,2,-1.5,Medium,6,-0.1,Medium,7,19,Low,3
1,Female,Caucasian,35,Single,0,0,0,0,0,0,1.0,"Possession of Cocaine,Possess Drug Paraphernalia","(F3),(M1)",,,,,1.0,1,-3.27,Low,1,-1.51,Low,2,20,Low,4
1,Male,Caucasian,25,Single,0,0,1,5,0,0,161.0,"Burglary With Assault/battery,False Imprisonment,Petit Theft $100- $300","(F1),(F3),(M1)",,,,,124.0,3,-1.49,Medium,7,0.62,High,10,31,High,9
1,Male,Caucasian,20,Single,0,0,0,0,0,0,1.0,"Pos Cannabis W/Intent Sel/Del,Possession of Cannabis,Possess Drug Paraphernalia","(F3),(F3),(M1)",,,,,1.0,2,-1.64,Medium,6,-0.3,Medium,6,21,Low,4
1,Male,African-American,30,Single,0,0,0,18,1,1,,"Resist/Obstruct W/O Violence,Trespass Other Struct/Conve","(M1),(M1)",,Driving License Suspended,(M2),241.0,,4,-0.78,High,9,0.93,High,10,26,Medium,7
1,Male,African-American,21,Single,5,1,0,6,0,0,715.0,"Burglary Conveyance Unoccup,Grand Theft in the 3rd Degree","(F3),(F3)",,,,1560.0,715.0,4,-0.16,High,10,1.33,High,10,21,Low,4
1,Male,African-American,26,Single,0,0,0,3,1,0,1.0,"Resist/Obstruct W/O Violence,Grand Theft in the 3rd Degree","(M1),(F3)",,"Driving License Suspended,Oper Veh Unsafe/Improp Equip","(M2),(0)",,1.0,4,-1.21,High,8,0.25,High,8,20,Low,3
1,Male,African-American,48,Single,0,0,0,1,0,0,2.0,Battery,(M1),,,,,2.0,1,-2.61,Low,2,-1.44,Low,1,24,Medium,6
1,Male,African-American,20,Single,0,0,0,0,0,0,18.0,"Burglary Unoccupied Dwelling,Grand Theft in the 3rd Degree,Criminal Mischief","(F2),(F3),(M1)",,,,,18.0,4,-1.16,High,8,0.22,High,8,18,Low,3
1,Male,Caucasian,35,Single,0,1,0,3,1,0,25.0,"Possession of Cocaine,Possess Cannabis/20 Grams Or Less,Possess Drug Paraphernalia,No Tag Light,Expired Tag/Infraction,Possess Drug Paraphernalia","(F3),(M1),(M1),(0),(0),(M1)",4.0,"Possession Of Alprazolam,No Tag Light","(F3),(0)",,25.0,3,-1.59,Medium,6,0.22,High,8,29,High,8
1,Male,African-American,25,Married,0,0,0,3,1,0,127.0,"Deliver Cocaine 1000FT Park,Del 3,4 Methylenedioxymethcath,Del 3,4 Methylenedioxymethcath,Del Cannabis At/Near Park,Del Cannabis At/Near Park,Possess Cannabis/20 Grams Or Less,Possession Of Amphetamine","(F1),(F2),(F2),(F2),(F2),(M1),(F3)",138.0,"Crim Use of Personal ID Info,Crim Use of Personal ID Info,Crim Use of Personal ID Info,Unauth Poss ID Card or DL,Unauth Poss ID Card or DL,Unauth Poss ID Card or DL,Unlaw Use False Name/Identity","(F3),(F3),(F3),(F3),(F3),(F3),(M1)",1506.0,138.0,1,-2.58,Low,2,-1.27,Low,2,15,Low,1
1,Male,African-American,25,Significant Other,1,0,0,9,1,1,108.0,"Felony Batt(Great Bodily Harm),Agg Assault W/int Com Fel Dome,Depriv LEO of Protect/Communic","(F3),(F3),(F3)",,Aggrav Battery w/Deadly Weapon,(F2),1616.0,420.0,4,-1.02,High,8,0.92,High,10,15,Low,1
1,Male,Caucasian,39,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.5,Low,1,-2.02,Low,1,19,Low,3
1,Male,African-American,32,Single,0,0,0,2,0,0,274.0,"Grand Theft in the 3rd Degree,Unlaw Use False Name/Identity","(F3),(M1)",,,,140.0,274.0,3,-1.45,Medium,7,1.27,High,10,30,High,8
1,Female,Caucasian,37,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.47,Low,1,-2.05,Low,1,15,Low,1
1,Male,African-American,28,Single,0,0,1,16,1,0,13.0,Robbery W/Firearm,(F1),,Resist/Obstruct W/O Violence,(M1),368.0,320.0,3,-1.42,Medium,7,0.6,High,9,21,Low,4
1,Male,African-American,40,Significant Other,0,0,0,1,0,0,1.0,Susp Drivers Lic 1st Offense,(M2),,,,,1.0,1,-3.43,Low,1,-1.31,Low,2,14,Low,1
1,Male,African-American,30,Single,1,1,2,6,0,0,1.0,"Sell Cocaine 1000FT School,Sell Cocaine 1000FT School","(F2),(F2)",,,,396.0,1.0,4,-0.53,High,10,0.32,High,9,23,Medium,5
1,Male,African-American,32,Single,0,1,0,2,0,0,1.0,"Throw Missile Into Pub/Priv Dw,Viol Injunct Domestic Violence","(M1),(M1)",,,,,1.0,2,-1.89,Medium,5,-0.18,Medium,6,23,Medium,5
1,Male,Caucasian,27,Single,0,0,0,0,0,0,1.0,"Possession of Cocaine,Possess Drug Paraphernalia,Improper Right Turn,Fail To Stop Steady Red Signal,Fail To Change Address/Name,Tampering With Physical Evidence","(F3),(M1),(0),(0),(0),(F3)",,,,,1.0,1,-2.62,Low,2,-1.28,Low,2,15,Low,1
1,Male,African-American,34,Single,0,0,0,0,0,0,2.0,"Aggrav Stalking After Injunctn,Aggrav Stalking After Injunctn,Aggrav Stalking After Injunctn,Aggrav Stalking After Injunctn,Viol Prot Injunc Repeat Viol","(F3),(F3),(F3),(F3),(M1)",,,,472.0,7.0,1,-3.09,Low,1,-1.65,Low,1,13,Low,1
1,Male,Other,47,Single,0,0,0,2,0,0,1.0,Felony Driving While Lic Suspd,(F3),,,,,1.0,1,-3.69,Low,1,-1.96,Low,1,23,Medium,5
1,Male,Caucasian,26,Single,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-2.31,Low,3,-1.14,Low,2,14,Low,1
1,Male,African-American,26,Single,0,0,0,1,0,0,,"Resist/Obstruct W/O Violence,Operating W/O Valid License,Unlaw LicTag/Sticker Attach,Oper Veh Unsafe/Improp Equip","(M1),(M2),(M2),(0)",,,,,,3,-1.55,Medium,6,0.76,High,10,30,High,8
1,Male,Hispanic,35,Single,0,0,0,0,0,0,4.0,"DUI Level 0.15 Or Minor In Veh,Driving Under The Influence,Improper Stop Stand Park","(M1),(M1),(0)",,,,,4.0,1,-3,Low,1,-0.82,Low,3,15,Low,1
1,Female,Caucasian,22,Single,0,0,0,2,1,0,1.0,Possession of Hydromorphone,(F3),1.0,"False Ownership Info/Pawn Item,Dealing in Stolen Property","(F3),(F2)",,1.0,1,-2,Low,4,-0.75,Medium,5,11,Low,1
1,Male,Caucasian,78,Divorced,0,0,0,1,0,0,14.0,Kidnapping,(F1),,,,379.0,14.0,1,-4.59,Low,1,-2.96,Low,1,11,Low,1
1,Male,Caucasian,51,Single,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.66,Low,1,-1.94,Low,1,14,Low,1
1,Male,African-American,23,Single,0,1,0,2,0,0,43.0,Agg Battery Grt/Bod/Harm,(F2),,,,,11.0,3,-1.78,Medium,5,0.22,High,8,18,Low,3
1,Male,African-American,27,Single,0,0,2,7,1,1,1.0,Viol Injunct Domestic Violence,(M1),26.0,Viol Pretrial Release Dom Viol,(M1),1489.0,1.0,4,-0.8,High,9,0.47,High,9,22,Medium,5
1,Male,African-American,37,Single,0,0,0,1,0,0,1.0,Possession Of Methamphetamine,"(F3),(0)",,,,,1.0,1,-3.04,Low,1,-1.34,Low,2,18,Low,3
1,Female,Other,47,Single,0,0,0,0,0,0,1.0,"Grand Theft in the 3rd Degree,Contribute Delinquency Of A Minor","(F3),(M1)",,,,,1.0,1,-3.54,Low,1,-1.93,Low,1,16,Low,2
1,Male,Hispanic,20,Single,1,0,0,2,1,0,4.0,Burglary Structure Unoccup,(F3),141.0,"Burglary Unoccupied Dwelling,Possession of Cannabis","(F2),(F3)",1562.0,4.0,4,-1.25,High,8,0.73,High,10,15,Low,1
1,Male,African-American,28,Single,0,0,0,5,0,0,1.0,"Grand Theft (Motor Vehicle),Pos Cannabis W/Intent Sel/Del,Possession of Cannabis","(F3),(F3),(F3)",,,,,1.0,2,-2.41,Low,3,-0.08,Medium,7,24,Medium,6
1,Male,African-American,24,Single,0,0,0,1,0,0,1.0,"Grand Theft in the 3rd Degree,Organized Fraud","(F3),(F3)",,,,,1.0,1,-2.24,Low,3,-1.1,Low,2,13,Low,1
1,Female,African-American,38,Single,0,0,0,0,-1,0,,,,,,,,,1,-2.64,Low,2,-1.23,Low,3,24,Medium,6
1,Male,Caucasian,43,Single,0,0,0,0,0,0,1.0,"Possession of Cocaine,Possess Drug Paraphernalia,Tampering With Physical Evidence,Fail Wear Safety Belt/Operator","(F3),(M1),(F3),(0)",,,,,1.0,1,-3.39,Low,1,-1.71,Low,1,19,Low,3
1,Male,Caucasian,26,Single,0,0,0,2,0,0,116.0,"Burglary Unoccupied Dwelling,Grand Theft in the 3rd Degree","(F2),(F3)",,,,194.0,116.0,2,-2.17,Low,4,0.06,Medium,7,26,Medium,7
1,Male,African-American,22,Single,0,0,0,1,0,0,11.0,Crimin Mischief Damage $1000+,(F3),,,,,11.0,1,-1.8,Medium,5,-0.4,Medium,5,15,Low,1
1,Male,Caucasian,32,Single,0,0,0,4,0,0,34.0,Possession Of Heroin,(F3),,,,,34.0,1,-2.67,Low,2,-0.37,Medium,5,25,Medium,6
1,Female,African-American,22,Single,0,0,0,3,0,0,7.0,Grand Theft in the 3rd Degree,(F3),,,,,7.0,4,-0.66,High,9,0.61,High,10,23,Medium,6
1,Male,Caucasian,51,Significant Other,0,0,0,2,0,0,4.0,"Driving Under The Influence,Driving License Suspended","(TC4),(M2)",,,,,159.0,1,-2.32,Low,3,-1.28,Low,2,16,Low,2
1,Male,African-American,36,Single,0,0,0,4,1,1,6.0,Battery,(M1),90.0,"Battery,Viol Pretrial Release Dom Viol","(M1),(M1)",,0.0,1,-3.21,Low,1,-1.21,Low,2,15,Low,1
1,Male,Caucasian,27,Divorced,0,0,0,1,0,0,1.0,"Possession of XLR11,Poss Contr Subst W/o Prescript,Pos Cannabis W/Intent Sel/Del","(F3),(F3),(F3)",,,,,1.0,1,-2.54,Low,3,-1.19,Low,2,13,Low,1
1,Male,Caucasian,58,Single,0,0,0,0,0,0,0.0,"Driving Under The Influence,Vehicle W/O Lights At Night","(M2),(0)",,,,,0.0,1,-4.05,Low,1,-2.43,Low,1,13,Low,1
1,Female,Caucasian,31,Single,0,0,0,5,1,0,68.0,Burglary Conveyance Unoccup,(F3),39.0,Inhale Harmful Substance,(M2),,83.0,2,-2.51,Low,3,-0.48,Medium,6,25,Medium,7
1,Female,Caucasian,53,Divorced,0,0,0,0,0,0,13.0,Felony Petit Theft,(F3),,,,,13.0,3,-2.91,Low,2,-0.13,High,8,23,Medium,6
1,Male,African-American,38,Married,0,0,0,5,0,0,0.0,Felony Driving While Lic Suspd,(F3),,,,357.0,0.0,1,-1.76,Medium,5,-0.71,Low,4,19,Low,3
1,Male,African-American,29,Separated,0,0,0,0,0,0,0.0,"Pos Cannabis W/Intent Sel/Del,Side Wind/Rest Sunscreen","(F3),(0)",,,,,0.0,1,-2.79,Low,2,-1.43,Low,1,13,Low,1
1,Male,African-American,33,Single,0,0,0,2,1,1,,"Robbery W/Firearm,Aggravated Assault w/Firearm,Poss of Firearm by Convic Felo","(F1),(F3),(F2)",,"Robbery W/Firearm,Robbery W/Firearm,Poss of Firearm by Convic Felo","(F1),(F1),(F2)",,,3,-1.29,Medium,7,0.47,High,9,20,Low,3
1,Female,African-American,23,Single,0,0,0,0,1,1,1.0,Battery,(M1),2.0,Aggrav Battery w/Deadly Weapon,(F2),,1.0,1,-2.04,Low,4,-0.86,Low,4,11,Low,1
1,Male,Hispanic,46,Married,0,0,0,1,1,1,221.0,Robbery / Weapon,(F1),,Robbery / Weapon,(F1),,221.0,1,-3.56,Low,1,-1.92,Low,1,22,Medium,5
1,Female,Caucasian,42,Single,0,0,0,8,1,0,4.0,"Possession Of Oxymorphone,Driving While License Revoked,Possess Drug Paraphernalia,Poss Of RX Without RX,Tag Unsecured/Obscured","(F3),(F3),(M1),(M2),(0)",71.0,Possession of Oxycodone,(F3),,4.0,1,-3.04,Low,1,-0.72,Medium,5,25,Medium,7
1,Female,African-American,44,Significant Other,0,0,0,1,1,1,1.0,"Possession of Cocaine,Poss3,4 Methylenedioxymethcath,Possess Cannabis/20 Grams Or Less","(F3),(F3),(M1)",28.0,"Poss Pyrrolidinovalerophenone,Possess Drug Paraphernalia,Battery","(F3),(M1),(M1)",,28.0,1,-2.72,Low,2,-1.02,Low,4,16,Low,2
1,Male,African-American,29,Single,0,0,0,9,1,0,39.0,Solicit To Deliver Cocaine,(F3),78.0,Possess Drug Paraphernalia,(M1),,1.0,4,-1.01,High,8,0.58,High,9,28,Medium,7
1,Male,Hispanic,49,Married,0,0,0,0,0,0,229.0,"Aggravated Assault W/dead Weap,Battery","(F3),(M1)",,,,,229.0,1,-3.9,Low,1,-2.38,Low,1,15,Low,1
1,Female,African-American,36,Single,0,1,0,12,1,0,,Possession of Cocaine,(F3),,Trespass After Warning,(M1),156.0,,3,-2.57,Low,2,0.38,High,9,26,Medium,7
1,Male,Hispanic,41,Single,0,0,0,0,-1,0,,,,,,,,2.0,1,-3.38,Low,1,-1.82,Low,1,20,Low,3
1,Male,Hispanic,40,Significant Other,0,0,0,0,0,0,2.0,Battery,(M1),,,,,2.0,1,-2.99,Low,1,-1.4,Low,1,14,Low,1
1,Male,Hispanic,58,Married,0,0,0,1,0,0,2.0,Traffic Cannabis/25-2000lbs,(F1),,,,,2.0,1,-3.89,Low,1,-2.13,Low,1,19,Low,3
1,Male,African-American,27,Single,1,5,0,8,1,1,1.0,"Tampering With Physical Evidence,Possess Cannabis/20 Grams Or Less","(F3),(M1)",1.0,Petit Theft,(M2),1913.0,1.0,3,-1.48,Medium,7,0.99,High,10,18,Low,3
1,Female,African-American,25,Single,0,0,0,2,1,1,34.0,Poss Pyrrolidinovalerophenone,(F3),40.0,"Unlaw Pos of Prson ID of another,Poss Unlaw Issue Driver Licenc,Battery","(F3),(F3),(M1)",,34.0,1,-2.28,Low,3,-0.94,Low,4,25,Medium,7
1,Male,African-American,55,Single,0,0,0,1,1,0,0.0,"Possession of Cocaine,Tampering With Physical Evidence,Resist/Obstruct W/O Violence,Bike/Lights None Or Improper","(F3),(F3),(M1),(0)",,Operating W/O Valid License,(M2),,0.0,1,-3.58,Low,1,-1.88,Low,1,15,Low,1
1,Male,African-American,30,Single,0,0,0,0,0,0,1.0,"Assault,Criminal Mischief","(M2),(F3)",,,,,1.0,1,-2.77,Low,2,-1.36,Low,2,13,Low,1
1,Male,African-American,29,Single,0,0,0,4,1,1,0.0,"Resist Officer w/Violence,Trespass/Property/Other Structure,Corrupt Public Servant","(M1),(M1),(F3)",4.0,"Battery,Resist/Obstruct W/O Violence","(M1),(M1)",,0.0,1,-2.92,Low,2,-0.76,Low,3,16,Low,2
1,Male,African-American,47,Significant Other,0,0,0,2,0,0,1.0,"Operating W/O Valid License,Susp Drivers Lic 1st Offense,Expired Tag/Infraction","(M2),(M2),(0)",,,,,5.0,1,-3.09,Low,1,-1.22,Low,2,27,Medium,7
1,Male,African-American,19,Single,0,0,0,0,0,0,1.0,"Burglary Unoccupied Dwelling,Criminal Mischief Damage <$200,Possession Burglary Tools","(F2),(M2),(F3)",,,,,1.0,3,-1.36,Medium,7,0.12,High,8,28,High,8
1,Female,African-American,37,Single,0,0,0,1,1,0,7.0,Grand Theft in the 3rd Degree,(F3),1.0,Petit Theft,(M2),,7.0,1,-2.83,Low,2,-1.37,Low,2,17,Low,2
1,Male,African-American,49,Married,0,0,1,19,1,0,56.0,Battery,(M1),121.0,Poss Pyrrolidinovalerophenone,(M1),70.0,121.0,1,-2.28,Low,3,-0.44,Medium,5,18,Low,3
1,Male,Caucasian,44,Single,0,0,0,1,0,0,0.0,"Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,Crim Use of Personal ID Info,Crim Use of Personal ID Info,Crim Use of Personal ID Info,Crim Use of Personal ID Info,Crim Use of Personal ID Info,Crim Use of Personal ID Info,Crim Use of Personal ID Info,Petit Theft $100- $300,Petit Theft $100- $300","(F3),(F3),(F3),(F3),(F3),(F3),(F3),(F3),(F3),(F3),(F3),(F3),(M1),(M1)",,,,,0.0,1,-3.28,Low,1,-1.52,Low,1,20,Low,3
1,Male,African-American,23,Single,0,0,0,6,1,0,1.0,"Poss Pyrrolidinovalerophenone,Bike Regulation Violations","(F3),(0)",,"Uttering a Forged Instrument,Grand Theft in the 3rd Degree","(F3),(F3)",,1.0,1,-2.16,Low,4,-0.55,Low,4,17,Low,2
1,Male,Caucasian,51,Single,0,0,0,0,0,0,1.0,Viol Prot Injunc Repeat Viol,(M1),,,,,1.0,1,-3.45,Low,1,-1.79,Low,1,28,High,8
1,Female,African-American,28,Single,0,0,0,7,1,0,1.0,Grand Theft in the 3rd Degree,(F3),7.0,"Unlaw LicTag/Sticker Attach,Pers/Inj/Prot/Ins Require,U-turn Improper Unsafe Prohibited,License Suspended W/O Knowledge","(M2),(0),(0),(0)",,7.0,2,-1.69,Medium,6,-0.53,Medium,6,20,Low,4
1,Female,African-American,23,Single,0,0,0,1,0,0,1.0,"Burglary Dwelling Occupied,Battery,Criminal Mischief","(F2),(M1),(M2)",,,,,1.0,2,-1.31,Medium,7,-0.26,Medium,7,14,Low,1
1,Male,Hispanic,23,Single,0,0,0,0,0,0,1.0,"Trespass After Warning,Poss Contr Subst W/o Prescript","(M1),(F3)",,,,,1.0,1,-1.98,Low,4,-0.38,Medium,5,13,Low,1
1,Male,African-American,37,Single,0,0,0,14,1,0,13.0,"Possess Cannabis/20 Grams Or Less,Windshield Violations","(M1),(0)",1.0,"Poss3,4 Methylenedioxymethcath,Pos Cannabis W/Intent Sel/Del,Fail Wear Safety Belt/Operator,Possession of Cannabis,Possession of Cocaine","(F3),(F3),(0),(F3),(F3)",330.0,13.0,2,-1.43,Medium,7,0.02,Medium,7,25,Medium,6
1,Male,African-American,28,Single,0,0,0,8,0,0,217.0,"Possession of Cannabis,Possess Drug Paraphernalia,Speeding (Speed not Indicated)","(F3),(M1),(0)",,,,,217.0,1,-2.31,Low,3,-0.67,Low,4,17,Low,2
1,Male,African-American,38,Single,0,0,0,12,0,0,8.0,"Poss Cocaine/Intent To Del/Sel,Possession Of Alprazolam,Possess Drug Paraphernalia,Possession Of Methamphetamine,Trafficking 14-28 Grams Heroin","(F2),(F3),(M1),(F2),(F1)",,,,1477.0,8.0,3,-2.49,Low,3,0.5,High,9,22,Medium,5
1,Male,Caucasian,54,Married,0,0,0,6,1,0,1.0,"Felony/Driving Under Influence,Driving License Suspended","(F3),(M2)",33.0,"Susp Drivers Lic 1st Offense,Unlawful Speed (Requires Speeds)","(M2),(0)",,0.0,1,-3.69,Low,1,-1.1,Low,2,16,Low,2
1,Male,African-American,23,Single,0,0,0,0,0,0,2.0,Assault,(M2),,,,,25.0,4,-0.69,High,9,0.42,High,9,18,Low,3
1,Male,Caucasian,50,Divorced,0,0,0,1,0,0,,Carry Open/Uncov Bev In Pub,(MO3),,,,672.0,,1,-2.56,Low,2,-0.37,Medium,5,22,Medium,5
1,Male,Caucasian,56,Single,0,0,0,0,0,0,1.0,Disorderly Conduct,(M2),,,,,1.0,1,-3.77,Low,1,-1.44,Low,1,20,Low,3
1,Male,African-American,23,Single,0,0,0,4,1,0,43.0,"Poss Cocaine/Intent To Del/Sel,Expired Tag/Infraction,Susp Drivers Lic 1st Offense,Side Wind/Rest Sunscreen,Restriction For Wndow Behnd Drv","(F2),(0),(M2),(0),(0)",140.0,Possession of Cocaine,(F3),173.0,43.0,3,-1.48,Medium,7,0.24,High,8,14,Low,1
1,Male,African-American,38,Single,0,1,0,8,1,0,170.0,"Agg Battery Grt/Bod/Harm,Aggrav Stalking After Injunctn","(F2),(F3)",,"Viol Injunct Domestic Violence,Criminal Mischief Damage <$200","(M1),(M2)",,170.0,3,-1.77,Medium,5,0.15,High,8,22,Medium,5
